Accession	TF	Tissue	Cell	IMPACT	File	CellDeriv
GSM1168433	ESR2	BREAST	MCF-7	205	PRJNA209061_GSM1168433_ESR2_peaks.narrowPeak	Breast
GSM1192174	REST	ADRENAL	NCI-H295R	206	PRJNA212690_GSM1192174_REST_peaks.narrowPeak	Adrenal
GSM1192175	REST	ADRENAL	NCI-H295R	206	PRJNA212690_GSM1192175_REST_peaks.narrowPeak	Adrenal
GSM1193656	ERG	PROSTATE	VCaP	62	PRJNA213143_GSM1193656_ERG_peaks.narrowPeak	Prostate
GSM1193657	ERG	PROSTATE	VCaP	62	PRJNA213143_GSM1193657_ERG_peaks.narrowPeak	Prostate
GSM1193658	ERG	PROSTATE	VCaP	62	PRJNA213143_GSM1193658_ERG_peaks.narrowPeak	Prostate
GSM1193659	GABPA	PROSTATE	VCaP	207	PRJNA213143_GSM1193659_GABPA_peaks.narrowPeak	Prostate
GSM1193660	GABPA	PROSTATE	VCaP	207	PRJNA213143_GSM1193660_GABPA_peaks.narrowPeak	Prostate
GSM1193661	GABPA	PROSTATE	VCaP	207	PRJNA213143_GSM1193661_GABPA_peaks.narrowPeak	Prostate
GSM1193662	GABPA	BLOOD	Jurkat	208	PRJNA213143_GSM1193662_GABPA_peaks.narrowPeak	T cell
GSM1193663	GABPA	BLOOD	Jurkat	208	PRJNA213143_GSM1193663_GABPA_peaks.narrowPeak	T cell
GSM1193664	ERG	BLOOD	Jurkat	209	PRJNA213143_GSM1193664_ERG_peaks.narrowPeak	T cell
GSM1193665	ERG	BLOOD	Jurkat	209	PRJNA213143_GSM1193665_ERG_peaks.narrowPeak	T cell
GSM1197320	GATA6	GI	LS-174T	210	PRJNA213625_GSM1197320_GATA6_peaks.narrowPeak	Colon
GSM1197321	GATA6	GI	LS-174T	210	PRJNA213625_GSM1197321_GATA6_peaks.narrowPeak	Colon
GSM1197322	GATA6	GI	LS-174T	210	PRJNA213625_GSM1197322_GATA6_peaks.narrowPeak	Colon
GSM1198993	SOX2	NEURAL	ReN-VM	211	PRJNA213908_GSM1198993_SOX2_peaks.narrowPeak	Brain
GSM1198994	SOX2	NEURAL	ReN-VM	211	PRJNA213908_GSM1198994_SOX2_peaks.narrowPeak	Brain
GSM1201946	REST	BLOOD	CD4-Positive T-Lymphocytes	212	PRJNA214317_GSM1201946_REST_peaks.narrowPeak	CD4 T cell
GSM1207889	E2F1	PROSTATE	Unclassified	213	PRJNA215063_GSM1207889_E2F1_peaks.narrowPeak	Prostate
GSM1207890	E2F1	PROSTATE	Unclassified	213	PRJNA215063_GSM1207890_E2F1_peaks.narrowPeak	Prostate
GSM1207893	E2F1	PROSTATE	Unclassified	213	PRJNA215063_GSM1207893_E2F1_peaks.narrowPeak	Prostate
GSM1207894	E2F1	PROSTATE	Unclassified	213	PRJNA215063_GSM1207894_E2F1_peaks.narrowPeak	Prostate
GSM1207897	E2F1	PROSTATE	Unclassified	213	PRJNA215063_GSM1207897_E2F1_peaks.narrowPeak	Prostate
GSM1207898	E2F1	PROSTATE	Unclassified	213	PRJNA215063_GSM1207898_E2F1_peaks.narrowPeak	Prostate
GSM1207901	E2F1	PROSTATE	Unclassified	213	PRJNA215063_GSM1207901_E2F1_peaks.narrowPeak	Prostate
GSM1207902	E2F1	PROSTATE	Unclassified	213	PRJNA215063_GSM1207902_E2F1_peaks.narrowPeak	Prostate
GSM1207905	E2F1	PROSTATE	Unclassified	213	PRJNA215063_GSM1207905_E2F1_peaks.narrowPeak	Prostate
GSM1207906	E2F1	PROSTATE	Unclassified	213	PRJNA215063_GSM1207906_E2F1_peaks.narrowPeak	Prostate
GSM1207909	E2F1	PROSTATE	Unclassified	213	PRJNA215063_GSM1207909_E2F1_peaks.narrowPeak	Prostate
GSM1207910	E2F1	PROSTATE	Unclassified	213	PRJNA215063_GSM1207910_E2F1_peaks.narrowPeak	Prostate
GSM1207913	E2F1	PROSTATE	Unclassified	213	PRJNA215063_GSM1207913_E2F1_peaks.narrowPeak	Prostate
GSM1207914	E2F1	PROSTATE	Unclassified	213	PRJNA215063_GSM1207914_E2F1_peaks.narrowPeak	Prostate
GSM1207916	E2F1	PROSTATE	Unclassified	213	PRJNA215063_GSM1207916_E2F1_peaks.narrowPeak	Prostate
GSM1207917	E2F1	PROSTATE	Unclassified	213	PRJNA215063_GSM1207917_E2F1_peaks.narrowPeak	Prostate
GSM1218849	MYOD1	MUSCLE	Myoblasts	214	PRJNA217446_GSM1218849_MYOD1_peaks.narrowPeak	Myoblast
GSM1218850	MYOD1	MUSCLE	Myotube	215	PRJNA217446_GSM1218850_MYOD1_peaks.narrowPeak	Myotube
GSM1218851	MYOD1	SARCOMA	RD	216	PRJNA217446_GSM1218851_MYOD1_peaks.narrowPeak	Muscle
GSM1227204	STAT3	BLOOD	OCI-LY-10	217	PRJNA218584_GSM1227204_STAT3_peaks.narrowPeak	B cell
GSM1227205	STAT3	BLOOD	OCI-LY-19	218	PRJNA218584_GSM1227205_STAT3_peaks.narrowPeak	B cell
GSM1227206	STAT3	BLOOD	OCI-LY-3	219	PRJNA218584_GSM1227206_STAT3_peaks.narrowPeak	B cell
GSM1227207	STAT3	BLOOD	OCI-LY-7	220	PRJNA218584_GSM1227207_STAT3_peaks.narrowPeak	B cell
GSM1227208	STAT3	BLOOD	SU-DHL-10	221	PRJNA218584_GSM1227208_STAT3_peaks.narrowPeak	B cell
GSM1227209	STAT3	BLOOD	SU-DHL-2	222	PRJNA218584_GSM1227209_STAT3_peaks.narrowPeak	B cell
GSM1227210	STAT3	BLOOD	SU-DHL-4	223	PRJNA218584_GSM1227210_STAT3_peaks.narrowPeak	B cell
GSM1227211	STAT3	BLOOD	SU-DHL-6	224	PRJNA218584_GSM1227211_STAT3_peaks.narrowPeak	B cell
GSM1227212	STAT3	BLOOD	U-2932	225	PRJNA218584_GSM1227212_STAT3_peaks.narrowPeak	B cell
GSM1234499	MYC	BLOOD	P493-6	98	PRJNA219504_GSM1234499_MYC_peaks.narrowPeak	B cell
GSM1234500	MYC	BLOOD	P493-6	98	PRJNA219504_GSM1234500_MYC_peaks.narrowPeak	B cell
GSM1234501	MYC	BLOOD	P493-6	98	PRJNA219504_GSM1234501_MYC_peaks.narrowPeak	B cell
GSM1386342	MYC	BLOOD	P493-6	98	PRJNA219504_GSM1386342_MYC_peaks.narrowPeak	B cell
GSM1386343	MYC	BLOOD	P493-6	98	PRJNA219504_GSM1386343_MYC_peaks.narrowPeak	B cell
GSM1235008	ESR1	BREAST	MDA-MB-134-VI	226	PRJNA219645_GSM1235008_ESR1_peaks.narrowPeak	Breast
GSM1235010	ESR1	BREAST	MDA-MB-134-VI	226	PRJNA219645_GSM1235010_ESR1_peaks.narrowPeak	Breast
GSM1233869	CTCF	BLOOD	GM10847	227	PRJNA219683_GSM1233869_CTCF_peaks.narrowPeak	B cell
GSM1233870	CTCF	BLOOD	GM10847	227	PRJNA219683_GSM1233870_CTCF_peaks.narrowPeak	B cell
GSM1233871	CTCF	BLOOD	GM10847	227	PRJNA219683_GSM1233871_CTCF_peaks.narrowPeak	B cell
GSM1233887	CTCF	BLOOD	GM12878	228	PRJNA219683_GSM1233887_CTCF_peaks.narrowPeak	B cell
GSM1233888	CTCF	BLOOD	GM12878	228	PRJNA219683_GSM1233888_CTCF_peaks.narrowPeak	B cell
GSM1233914	CTCF	BLOOD	Lymphoblastoid cell line	229	PRJNA219683_GSM1233914_CTCF_peaks.narrowPeak	Lymphoblastoid
GSM1233915	CTCF	BLOOD	Lymphoblastoid cell line	229	PRJNA219683_GSM1233915_CTCF_peaks.narrowPeak	Lymphoblastoid
GSM1233916	CTCF	BLOOD	Lymphoblastoid cell line	229	PRJNA219683_GSM1233916_CTCF_peaks.narrowPeak	Lymphoblastoid
GSM1233933	CTCF	BLOOD	GM12891	230	PRJNA219683_GSM1233933_CTCF_peaks.narrowPeak	B cell
GSM1233934	CTCF	BLOOD	GM12891	230	PRJNA219683_GSM1233934_CTCF_peaks.narrowPeak	B cell
GSM1233955	CTCF	BLOOD	GM12892	231	PRJNA219683_GSM1233955_CTCF_peaks.narrowPeak	B cell
GSM1233956	CTCF	BLOOD	GM12892	231	PRJNA219683_GSM1233956_CTCF_peaks.narrowPeak	B cell
GSM1233977	CTCF	BLOOD	Lymphoblastoid cell line	229	PRJNA219683_GSM1233977_CTCF_peaks.narrowPeak	Lymphoblastoid
GSM1233978	CTCF	BLOOD	Lymphoblastoid cell line	229	PRJNA219683_GSM1233978_CTCF_peaks.narrowPeak	Lymphoblastoid
GSM1233979	CTCF	BLOOD	Lymphoblastoid cell line	229	PRJNA219683_GSM1233979_CTCF_peaks.narrowPeak	Lymphoblastoid
GSM1233993	CTCF	BLOOD	GM18505	232	PRJNA219683_GSM1233993_CTCF_peaks.narrowPeak	B cell
GSM1233994	CTCF	BLOOD	GM18505	232	PRJNA219683_GSM1233994_CTCF_peaks.narrowPeak	B cell
GSM1234010	CTCF	BLOOD	GM18526	233	PRJNA219683_GSM1234010_CTCF_peaks.narrowPeak	B cell
GSM1234011	CTCF	BLOOD	GM18526	233	PRJNA219683_GSM1234011_CTCF_peaks.narrowPeak	B cell
GSM1234027	CTCF	BLOOD	GM18951	234	PRJNA219683_GSM1234027_CTCF_peaks.narrowPeak	B cell
GSM1234028	CTCF	BLOOD	GM18951	234	PRJNA219683_GSM1234028_CTCF_peaks.narrowPeak	B cell
GSM1234044	CTCF	BLOOD	GM19099	235	PRJNA219683_GSM1234044_CTCF_peaks.narrowPeak	B cell
GSM1234045	CTCF	BLOOD	GM19099	235	PRJNA219683_GSM1234045_CTCF_peaks.narrowPeak	B cell
GSM1234061	CTCF	BLOOD	GM19193	236	PRJNA219683_GSM1234061_CTCF_peaks.narrowPeak	B cell
GSM1234062	CTCF	BLOOD	GM19193	236	PRJNA219683_GSM1234062_CTCF_peaks.narrowPeak	B cell
GSM1234078	CTCF	BLOOD	GM19238	237	PRJNA219683_GSM1234078_CTCF_peaks.narrowPeak	B cell
GSM1234079	CTCF	BLOOD	GM19238	237	PRJNA219683_GSM1234079_CTCF_peaks.narrowPeak	B cell
GSM1234099	CTCF	BLOOD	GM19239	238	PRJNA219683_GSM1234099_CTCF_peaks.narrowPeak	B cell
GSM1234100	CTCF	BLOOD	GM19239	238	PRJNA219683_GSM1234100_CTCF_peaks.narrowPeak	B cell
GSM1234121	CTCF	BLOOD	GM19240	239	PRJNA219683_GSM1234121_CTCF_peaks.narrowPeak	B cell
GSM1234122	CTCF	BLOOD	GM19240	239	PRJNA219683_GSM1234122_CTCF_peaks.narrowPeak	B cell
GSM1234144	CTCF	BLOOD	Lymphoblastoid cell line	229	PRJNA219683_GSM1234144_CTCF_peaks.narrowPeak	Lymphoblastoid
GSM1234145	CTCF	BLOOD	Lymphoblastoid cell line	229	PRJNA219683_GSM1234145_CTCF_peaks.narrowPeak	Lymphoblastoid
GSM1234146	CTCF	BLOOD	Lymphoblastoid cell line	229	PRJNA219683_GSM1234146_CTCF_peaks.narrowPeak	Lymphoblastoid
GSM1234162	CTCF	BLOOD	Lymphoblastoid cell line	229	PRJNA219683_GSM1234162_CTCF_peaks.narrowPeak	Lymphoblastoid
GSM1234163	CTCF	BLOOD	Lymphoblastoid cell line	229	PRJNA219683_GSM1234163_CTCF_peaks.narrowPeak	Lymphoblastoid
GSM1234164	CTCF	BLOOD	Lymphoblastoid cell line	229	PRJNA219683_GSM1234164_CTCF_peaks.narrowPeak	Lymphoblastoid
GSM1234180	CTCF	BLOOD	Lymphoblastoid cell line	229	PRJNA219683_GSM1234180_CTCF_peaks.narrowPeak	Lymphoblastoid
GSM1234181	CTCF	BLOOD	Lymphoblastoid cell line	229	PRJNA219683_GSM1234181_CTCF_peaks.narrowPeak	Lymphoblastoid
GSM1234182	CTCF	BLOOD	Lymphoblastoid cell line	229	PRJNA219683_GSM1234182_CTCF_peaks.narrowPeak	Lymphoblastoid
GSM1234198	CTCF	BLOOD	Lymphoblastoid cell line	229	PRJNA219683_GSM1234198_CTCF_peaks.narrowPeak	Lymphoblastoid
GSM1234199	CTCF	BLOOD	Lymphoblastoid cell line	229	PRJNA219683_GSM1234199_CTCF_peaks.narrowPeak	Lymphoblastoid
GSM1234200	CTCF	BLOOD	Lymphoblastoid cell line	229	PRJNA219683_GSM1234200_CTCF_peaks.narrowPeak	Lymphoblastoid
GSM1234216	CTCF	BLOOD	MS1	240	PRJNA219683_GSM1234216_CTCF_peaks.narrowPeak	Lung
GSM1234217	CTCF	BLOOD	MS1	240	PRJNA219683_GSM1234217_CTCF_peaks.narrowPeak	Lung
GSM1234218	CTCF	BLOOD	MS1	240	PRJNA219683_GSM1234218_CTCF_peaks.narrowPeak	Lung
GSM1234219	CTCF	BLOOD	MS1	240	PRJNA219683_GSM1234219_CTCF_peaks.narrowPeak	Lung
GSM1239390	CTCF	GI	LoVo	241	PRJNA221287_GSM1239390_CTCF_peaks.narrowPeak	Colon
GSM1239395	FOXA2	GI	LoVo	242	PRJNA221287_GSM1239395_FOXA2_peaks.narrowPeak	Colon
GSM1239427	CTCF	GI	LoVo	241	PRJNA221287_GSM1239427_CTCF_peaks.narrowPeak	Colon
GSM1239432	MAFG	GI	LoVo	243	PRJNA221287_GSM1239432_MAFG_peaks.narrowPeak	Colon
GSM1239450	CREB1	GI	LoVo	244	PRJNA221287_GSM1239450_CREB1_peaks.narrowPeak	Colon
GSM1239452	E2F3	GI	LoVo	245	PRJNA221287_GSM1239452_E2F3_peaks.narrowPeak	Colon
GSM1239454	ETV5	GI	LoVo	246	PRJNA221287_GSM1239454_ETV5_peaks.narrowPeak	Colon
GSM1239455	GLI2	GI	LoVo	247	PRJNA221287_GSM1239455_GLI2_peaks.narrowPeak	Colon
GSM1239465	IRF1	GI	LoVo	248	PRJNA221287_GSM1239465_IRF1_peaks.narrowPeak	Colon
GSM1239467	JUN	GI	LoVo	249	PRJNA221287_GSM1239467_JUN_peaks.narrowPeak	Colon
GSM1239478	NFYA	GI	LoVo	250	PRJNA221287_GSM1239478_NFYA_peaks.narrowPeak	Colon
GSM1239487	SOX9	GI	LoVo	251	PRJNA221287_GSM1239487_SOX9_peaks.narrowPeak	Colon
GSM1239492	BARX1	GI	LoVo	252	PRJNA221287_GSM1239492_BARX1_peaks.narrowPeak	Colon
GSM1239493	BCL6	GI	LoVo	253	PRJNA221287_GSM1239493_BCL6_peaks.narrowPeak	Colon
GSM1239498	E2F8	GI	LoVo	254	PRJNA221287_GSM1239498_E2F8_peaks.narrowPeak	Colon
GSM1239502	GMEB2	GI	LoVo	255	PRJNA221287_GSM1239502_GMEB2_peaks.narrowPeak	Colon
GSM1239510	JUNB	GI	LoVo	256	PRJNA221287_GSM1239510_JUNB_peaks.narrowPeak	Colon
GSM1239523	SOX2	GI	LoVo	257	PRJNA221287_GSM1239523_SOX2_peaks.narrowPeak	Colon
GSM1239559	CTCF	GI	LoVo	241	PRJNA221287_GSM1239559_CTCF_peaks.narrowPeak	Colon
GSM1239588	CTCF	GI	LoVo	241	PRJNA221287_GSM1239588_CTCF_peaks.narrowPeak	Colon
GSM1239667	XBP1	BREAST	T-47D	258	PRJNA221365_GSM1239667_XBP1_peaks.narrowPeak	Breast
GSM1276191	XBP1	BREAST	T-47D	258	PRJNA221365_GSM1276191_XBP1_peaks.narrowPeak	Breast
GSM1276192	XBP1	BREAST	Hs 578T	259	PRJNA221365_GSM1276192_XBP1_peaks.narrowPeak	Breast
GSM1240813	CTCF	GI	GP5d	260	PRJNA221781_GSM1240813_CTCF_peaks.narrowPeak	Colon
GSM1240815	HNF4A	GI	GP5d	261	PRJNA221781_GSM1240815_HNF4A_peaks.narrowPeak	Colon
GSM1240819	JUND	GI	GP5d	262	PRJNA221781_GSM1240819_JUND_peaks.narrowPeak	Colon
GSM1240820	KLF5	GI	GP5d	263	PRJNA221781_GSM1240820_KLF5_peaks.narrowPeak	Colon
GSM1240821	MYC	GI	GP5d	264	PRJNA221781_GSM1240821_MYC_peaks.narrowPeak	Colon
GSM1240824	REST	GI	GP5d	265	PRJNA221781_GSM1240824_REST_peaks.narrowPeak	Colon
GSM1240825	RFX2	GI	GP5d	266	PRJNA221781_GSM1240825_RFX2_peaks.narrowPeak	Colon
GSM1240827	CTCF	GI	GP5d	260	PRJNA221781_GSM1240827_CTCF_peaks.narrowPeak	Colon
GSM1240829	HNF4A	GI	GP5d	261	PRJNA221781_GSM1240829_HNF4A_peaks.narrowPeak	Colon
GSM1240833	JUND	GI	GP5d	262	PRJNA221781_GSM1240833_JUND_peaks.narrowPeak	Colon
GSM1240834	KLF5	GI	GP5d	263	PRJNA221781_GSM1240834_KLF5_peaks.narrowPeak	Colon
GSM1240835	MYC	GI	GP5d	264	PRJNA221781_GSM1240835_MYC_peaks.narrowPeak	Colon
GSM1240838	REST	GI	GP5d	265	PRJNA221781_GSM1240838_REST_peaks.narrowPeak	Colon
GSM1240839	RFX2	GI	GP5d	266	PRJNA221781_GSM1240839_RFX2_peaks.narrowPeak	Colon
GSM1241752	GATA3	BREAST	MCF-7	141	PRJNA222284_GSM1241752_GATA3_peaks.narrowPeak	Breast
GSM1241754	GATA3	BREAST	T-47D	267	PRJNA222284_GSM1241754_GATA3_peaks.narrowPeak	Breast
GSM1241756	GATA3	BREAST	MCF-7	141	PRJNA222284_GSM1241756_GATA3_peaks.narrowPeak	Breast
GSM1241758	GATA3	BREAST	T-47D	267	PRJNA222284_GSM1241758_GATA3_peaks.narrowPeak	Breast
GSM1242266	HNF4A	GI	LoVo	268	PRJNA222316_GSM1242266_HNF4A_peaks.narrowPeak	Colon
GSM1242268	KLF5	GI	LoVo	269	PRJNA222316_GSM1242268_KLF5_peaks.narrowPeak	Colon
GSM1242269	MYC	GI	LoVo	270	PRJNA222316_GSM1242269_MYC_peaks.narrowPeak	Colon
GSM1242272	HNF4A	GI	LoVo	268	PRJNA222316_GSM1242272_HNF4A_peaks.narrowPeak	Colon
GSM1242274	KLF5	GI	LoVo	269	PRJNA222316_GSM1242274_KLF5_peaks.narrowPeak	Colon
GSM1242275	MYC	GI	LoVo	270	PRJNA222316_GSM1242275_MYC_peaks.narrowPeak	Colon
GSM1246713	SMAD3	LUNG	NCI-H441	271	PRJNA223330_GSM1246713_SMAD3_peaks.narrowPeak	Lung
GSM1246714	SMAD3	LUNG	NCI-H441	271	PRJNA223330_GSM1246714_SMAD3_peaks.narrowPeak	Lung
GSM1246718	SMAD4	LUNG	NCI-H441	272	PRJNA223330_GSM1246718_SMAD4_peaks.narrowPeak	Lung
GSM1246719	SMAD4	LUNG	NCI-H441	272	PRJNA223330_GSM1246719_SMAD4_peaks.narrowPeak	Lung
GSM1246721	SMAD3	LUNG	A549	273	PRJNA223330_GSM1246721_SMAD3_peaks.narrowPeak	Lung
GSM1250891	KLF5	GI	YCC-3	274	PRJNA224585_GSM1250891_KLF5_peaks.narrowPeak	Stomach
GSM1250892	GATA4	GI	YCC-3	275	PRJNA224585_GSM1250892_GATA4_peaks.narrowPeak	Stomach
GSM1250893	GATA6	GI	YCC-3	276	PRJNA224585_GSM1250893_GATA6_peaks.narrowPeak	Stomach
GSM1250895	KLF5	GI	AGS	277	PRJNA224585_GSM1250895_KLF5_peaks.narrowPeak	Stomach
GSM1250896	GATA4	GI	AGS	278	PRJNA224585_GSM1250896_GATA4_peaks.narrowPeak	Stomach
GSM1250897	GATA6	GI	AGS	279	PRJNA224585_GSM1250897_GATA6_peaks.narrowPeak	Stomach
GSM1250899	KLF5	GI	KATO III	280	PRJNA224585_GSM1250899_KLF5_peaks.narrowPeak	Stomach
GSM1250900	GATA4	GI	KATO III	281	PRJNA224585_GSM1250900_GATA4_peaks.narrowPeak	Stomach
GSM1250901	GATA6	GI	KATO III	282	PRJNA224585_GSM1250901_GATA6_peaks.narrowPeak	Stomach
GSM1255511	GATA6	GI	AGS	279	PRJNA225860_GSM1255511_GATA6_peaks.narrowPeak	Stomach
GSM1255513	GATA6	GI	HuG1-N	283	PRJNA225860_GSM1255513_GATA6_peaks.narrowPeak	Stomach
GSM1266815	TEAD4	STEMCELL	hESC WA09	284	PRJNA228926_GSM1266815_TEAD4_peaks.narrowPeak	Stem cell
GSM1266816	TEAD4	STEMCELL	hESC WA09	284	PRJNA228926_GSM1266816_TEAD4_peaks.narrowPeak	Stem cell
GSM1273199	CTCF	BLOOD	Erythroblasts	285	PRJNA229562_GSM1273199_CTCF_peaks.narrowPeak	Erythroblast
GSM1275921	MIXL1	BLOOD	U-937	286	PRJNA230262_GSM1275921_MIXL1_peaks.narrowPeak	Lymphocyte
GSM1275922	MIXL1	BLOOD	U-937	286	PRJNA230262_GSM1275922_MIXL1_peaks.narrowPeak	Lymphocyte
GSM1278240	GATA1	BLOOD	CD34+	20	PRJNA230472_GSM1278240_GATA1_peaks.narrowPeak	Hematopoietic progenitors 
GSM1278242	GFI1B	BLOOD	CD34+	287	PRJNA230472_GSM1278242_GFI1B_peaks.narrowPeak	Hematopoietic progenitors 
GSM1290146	REST	BLOOD	GM12878	288	PRJNA231848_GSM1290146_REST_peaks.narrowPeak	B cell
GSM1290147	REST	BLOOD	GM12878	288	PRJNA231848_GSM1290147_REST_peaks.narrowPeak	B cell
GSM1290148	REST	BLOOD	GM12878	288	PRJNA231848_GSM1290148_REST_peaks.narrowPeak	B cell
GSM1290149	REST	BLOOD	GM12878	288	PRJNA231848_GSM1290149_REST_peaks.narrowPeak	B cell
GSM1290150	REST	BLOOD	GM12878	288	PRJNA231848_GSM1290150_REST_peaks.narrowPeak	B cell
GSM1290151	REST	BLOOD	GM12878	288	PRJNA231848_GSM1290151_REST_peaks.narrowPeak	B cell
GSM1290152	REST	BLOOD	GM12878	288	PRJNA231848_GSM1290152_REST_peaks.narrowPeak	B cell
GSM1290153	REST	BLOOD	GM12878	288	PRJNA231848_GSM1290153_REST_peaks.narrowPeak	B cell
GSM1290154	REST	BLOOD	GM12878	288	PRJNA231848_GSM1290154_REST_peaks.narrowPeak	B cell
GSM1290155	REST	BLOOD	GM12878	288	PRJNA231848_GSM1290155_REST_peaks.narrowPeak	B cell
GSM1290156	REST	BLOOD	GM12878	288	PRJNA231848_GSM1290156_REST_peaks.narrowPeak	B cell
GSM1290157	REST	BLOOD	GM12878	288	PRJNA231848_GSM1290157_REST_peaks.narrowPeak	B cell
GSM1290158	REST	BLOOD	Jurkat	289	PRJNA231848_GSM1290158_REST_peaks.narrowPeak	T cell
GSM1290159	REST	BLOOD	Jurkat	289	PRJNA231848_GSM1290159_REST_peaks.narrowPeak	T cell
GSM1290160	REST	BLOOD	Jurkat	289	PRJNA231848_GSM1290160_REST_peaks.narrowPeak	T cell
GSM1290161	REST	BLOOD	Jurkat	289	PRJNA231848_GSM1290161_REST_peaks.narrowPeak	T cell
GSM1290162	REST	BLOOD	Jurkat	289	PRJNA231848_GSM1290162_REST_peaks.narrowPeak	T cell
GSM1290163	REST	BLOOD	Jurkat	289	PRJNA231848_GSM1290163_REST_peaks.narrowPeak	T cell
GSM1290164	REST	BLOOD	Jurkat	289	PRJNA231848_GSM1290164_REST_peaks.narrowPeak	T cell
GSM1290165	REST	BLOOD	Jurkat	289	PRJNA231848_GSM1290165_REST_peaks.narrowPeak	T cell
GSM1290166	REST	BLOOD	Jurkat	289	PRJNA231848_GSM1290166_REST_peaks.narrowPeak	T cell
GSM1290167	REST	BLOOD	Jurkat	289	PRJNA231848_GSM1290167_REST_peaks.narrowPeak	T cell
GSM1290168	REST	BLOOD	Jurkat	289	PRJNA231848_GSM1290168_REST_peaks.narrowPeak	T cell
GSM1290169	REST	BLOOD	Jurkat	289	PRJNA231848_GSM1290169_REST_peaks.narrowPeak	T cell
GSM1290170	REST	BLOOD	Jurkat	289	PRJNA231848_GSM1290170_REST_peaks.narrowPeak	T cell
GSM1290171	REST	BLOOD	Jurkat	289	PRJNA231848_GSM1290171_REST_peaks.narrowPeak	T cell
GSM1290172	REST	BLOOD	Jurkat	289	PRJNA231848_GSM1290172_REST_peaks.narrowPeak	T cell
GSM1333955	GABPA	BLOOD	GM12878	290	PRJNA231848_GSM1333955_GABPA_peaks.narrowPeak	B cell
GSM1333959	REST	BLOOD	GM12878	288	PRJNA231848_GSM1333959_REST_peaks.narrowPeak	B cell
GSM1333967	SPI1	BLOOD	GM12878	291	PRJNA231848_GSM1333967_SPI1_peaks.narrowPeak	B cell
GSM1333969	GABPA	BLOOD	GM12878	290	PRJNA231848_GSM1333969_GABPA_peaks.narrowPeak	B cell
GSM1333970	GABPA	BLOOD	GM12878	290	PRJNA231848_GSM1333970_GABPA_peaks.narrowPeak	B cell
GSM1333971	GABPA	BLOOD	GM12878	290	PRJNA231848_GSM1333971_GABPA_peaks.narrowPeak	B cell
GSM1333972	GABPA	BLOOD	GM12878	290	PRJNA231848_GSM1333972_GABPA_peaks.narrowPeak	B cell
GSM1333985	REST	BLOOD	GM12878	288	PRJNA231848_GSM1333985_REST_peaks.narrowPeak	B cell
GSM1333986	REST	BLOOD	GM12878	288	PRJNA231848_GSM1333986_REST_peaks.narrowPeak	B cell
GSM1333987	REST	BLOOD	GM12878	288	PRJNA231848_GSM1333987_REST_peaks.narrowPeak	B cell
GSM1333988	REST	BLOOD	GM12878	288	PRJNA231848_GSM1333988_REST_peaks.narrowPeak	B cell
GSM1333989	REST	BLOOD	GM12878	288	PRJNA231848_GSM1333989_REST_peaks.narrowPeak	B cell
GSM1333990	REST	BLOOD	GM12878	288	PRJNA231848_GSM1333990_REST_peaks.narrowPeak	B cell
GSM1333991	REST	BLOOD	GM12878	288	PRJNA231848_GSM1333991_REST_peaks.narrowPeak	B cell
GSM1333992	REST	BLOOD	GM12878	288	PRJNA231848_GSM1333992_REST_peaks.narrowPeak	B cell
GSM1333993	REST	BLOOD	GM12878	288	PRJNA231848_GSM1333993_REST_peaks.narrowPeak	B cell
GSM1333994	REST	BLOOD	GM12878	288	PRJNA231848_GSM1333994_REST_peaks.narrowPeak	B cell
GSM1333995	REST	BLOOD	GM12878	288	PRJNA231848_GSM1333995_REST_peaks.narrowPeak	B cell
GSM1333996	REST	BLOOD	GM12878	288	PRJNA231848_GSM1333996_REST_peaks.narrowPeak	B cell
GSM1333997	REST	BLOOD	GM12878	288	PRJNA231848_GSM1333997_REST_peaks.narrowPeak	B cell
GSM1333998	REST	BLOOD	GM12878	288	PRJNA231848_GSM1333998_REST_peaks.narrowPeak	B cell
GSM1333999	REST	BLOOD	GM12878	288	PRJNA231848_GSM1333999_REST_peaks.narrowPeak	B cell
GSM1334000	REST	BLOOD	GM12878	288	PRJNA231848_GSM1334000_REST_peaks.narrowPeak	B cell
GSM1334005	SPI1	BLOOD	GM12878	291	PRJNA231848_GSM1334005_SPI1_peaks.narrowPeak	B cell
GSM1334006	SPI1	BLOOD	GM12878	291	PRJNA231848_GSM1334006_SPI1_peaks.narrowPeak	B cell
GSM1334007	SPI1	BLOOD	GM12878	291	PRJNA231848_GSM1334007_SPI1_peaks.narrowPeak	B cell
GSM1334008	SPI1	BLOOD	GM12878	291	PRJNA231848_GSM1334008_SPI1_peaks.narrowPeak	B cell
GSM1295590	ESR1	BREAST	MCF-7	11	PRJNA232304_GSM1295590_ESR1_peaks.narrowPeak	Breast
GSM1295591	ESR1	BREAST	MCF-7	11	PRJNA232304_GSM1295591_ESR1_peaks.narrowPeak	Breast
GSM1316337	PDX1	STEMCELL	hESC derived mesendodermal cells	292	PRJNA236597_GSM1316337_PDX1_peaks.narrowPeak	Mesendoderm
GSM1551464	FOXA1	STEMCELL	hESC derived mesendodermal cells	293	PRJNA236597_GSM1551464_FOXA1_peaks.narrowPeak	Mesendoderm
GSM1551465	FOXA1	STEMCELL	hESC derived mesendodermal cells	293	PRJNA236597_GSM1551465_FOXA1_peaks.narrowPeak	Mesendoderm
